-0.088257	0.003662	-0.988647	0.311953	0.132657	-0.246216
-0.082520	0.002197	-0.989502	0.080172	0.005551	-0.358369
-0.086670	0.003906	-0.993774	-0.211423	0.102749	-0.238740
-0.085449	0.003662	-0.993896	-0.301145	-0.076694	0.007995
-0.086060	-0.000366	-0.988159	0.267092	0.117703	0.105193
-0.084351	0.003540	-0.992798	-0.405820	-0.241184	-0.036866
-0.086060	0.002563	-0.990845	0.035311	0.334530	0.172485
-0.084717	0.002808	-0.989990	-0.046934	0.072842	0.112670
-0.089233	0.002930	-0.987061	-0.166562	-0.024356	0.105193
-0.088379	0.002441	-0.990234	-0.458158	-0.525302	-0.104157
-0.086426	0.001343	-0.991333	0.125033	0.087796	-0.006959
-0.086426	0.000610	-0.985718	0.080172	0.521451	0.075286
-0.088013	0.001831	-0.994141	-0.009549	0.229855	-0.216309
-0.089111	0.003906	-0.988403	-0.218900	0.222378	-0.044343
-0.083862	0.002686	-0.991089	-0.039457	0.072842	-0.096680
-0.086914	0.006348	-0.991333	0.394198	-0.158939	-0.134064
-0.083862	0.002197	-0.989746	-0.181516	-0.248661	-0.149018
-0.091431	0.001587	-0.993286	-0.480588	-0.129032	-0.156495
-0.090820	0.004639	-0.994141	-0.473112	-1.011295	0.441650
-0.089111	0.004028	-0.989746	-0.076841	-0.263614	0.030425
-0.089111	0.008545	-0.989746	0.461489	-0.158939	0.703338
-0.099365	0.009155	-0.994507	-0.809568	-0.143985	1.585601
-0.087646	0.003174	-0.984985	0.117556	0.566311	0.112670
-0.088013	0.004639	-0.992310	-0.510496	-0.936527	-0.208832
-0.089355	0.003906	-0.993042	0.603549	1.052304	-0.821931
-0.087646	0.001831	-0.988403	0.177371	-0.764560	0.299590
-0.093506	0.005493	-0.986938	1.799838	0.947628	-0.156495
-0.146240	0.084717	-0.998291	0.072695	-0.129032	6.505340
-0.023560	-0.060669	-0.984863	-1.138547	0.469113	1.518310
-0.050415	-0.087036	-0.994507	-5.385373	0.947628	-37.144257
-0.090820	0.003784	-0.988037	5.336367	-1.317844	-1.128480
-0.117920	-0.008545	-0.989746	2.569949	-3.882389	-33.929230
-0.060791	-0.144897	-0.988647	120.127780	13.673153	-23.117768
0.058350	-0.205444	-1.190674	52.290713	13.755398	-20.672852
-0.110962	-0.320312	-0.842773	24.073245	67.319241	-16.762482
-0.023560	-0.176636	-0.999512	4.117648	41.098080	-19.409272
0.067139	-0.231201	-1.053101	9.224307	41.045743	-31.215150
0.127930	-0.341431	-1.188354	12.633731	66.870633	-175.936219
0.263306	-0.012451	-0.699707	2.218539	95.551663	-162.507874
0.277466	-0.127075	-0.756226	6.584994	40.455075	-82.296693
0.454468	-0.213867	-0.508423	43.497988	22.869626	-185.626160
0.313354	-0.009644	-0.617065	3.893344	-45.109500	-81.070496
0.201050	0.157471	-0.589355	24.290072	-29.325962	-62.056977
0.229736	0.385620	-0.873901	19.422671	-64.055728	-36.867615
0.270020	0.102539	-0.747803	18.660037	-40.219669	-40.785462
0.241699	0.098267	-0.892212	7.766329	-6.970310	-23.551423
0.174438	0.377197	-1.065308	28.806063	-64.937992	-18.123261
0.127319	0.081421	-1.163208	20.177828	-29.101657	-17.846619
0.067139	0.018188	-1.030396	11.811282	-12.869510	3.372558
0.017822	0.002563	-0.997803	35.804354	-38.238315	-3.229462
0.026367	-0.017578	-1.090454	39.146487	-26.596927	5.062316
0.028076	-0.080200	-1.070801	-3.575986	16.260128	-10.467011
0.021240	-0.005737	-1.026123	-3.366636	4.327145	-1.420075
0.023193	-0.018799	-0.908081	-3.433927	-1.272983	0.651000
0.036865	-0.015747	-0.973877	-1.489957	5.620633	3.649200
0.023438	-0.056519	-0.964478	3.908297	-1.751499	-2.100464
0.045288	-0.027954	-0.984253	-4.981626	10.809536	-2.354676
0.034790	-0.040405	-0.998047	-9.520048	-0.413150	-1.771485
0.046875	0.039307	-0.927490	6.502749	-3.845005	1.750091
0.046509	-0.011230	-0.961426	-4.802183	2.196255	-2.743470
0.051025	-0.017090	-1.012085	-1.303037	-2.745914	-1.846253
0.039673	0.024902	-0.980469	-5.572294	3.534604	-2.578980
0.046021	0.047852	-0.988159	-3.284391	-0.084171	-2.676179
0.044678	-0.009277	-0.967285	1.627871	-5.459995	-0.844361
0.043213	0.085327	-0.947144	-4.002164	3.115902	-4.343506
0.033813	-0.003418	-1.019043	-3.463834	-1.512241	-3.879944
0.051636	0.014404	-1.017090	-3.478788	2.786923	-1.412598
0.031128	0.020630	-1.005615	3.145663	-2.282352	3.843597
0.057983	0.054199	-0.963989	-4.809659	15.400296	-9.666993
0.045654	0.060059	-0.975708	7.070986	-10.828342	-1.195771
0.038696	0.079102	-0.935791	-0.495542	-3.426303	-3.184601
0.044800	0.071655	-0.916992	3.624179	-10.088138	0.000518
0.002441	0.154419	-0.998657	6.913973	-13.834018	16.456970
-0.004517	0.133423	-1.079468	0.977389	-10.611515	30.827392
-0.012573	0.213257	-1.160400	25.217196	-27.344608	51.919464
-0.054199	-0.020996	-0.930054	13.381411	5.672970	39.889282
-0.063354	-0.144897	-0.964600	6.420504	0.955105	37.541564
-0.040527	-0.033691	-1.010620	-2.783445	17.142392	31.141418
-0.036621	-0.042114	-1.145752	-48.085416	2.585049	36.479858
0.008545	-0.341797	-1.162720	-16.361326	15.355435	36.808837
0.024536	-0.096680	-1.046509	-7.523740	19.026547	3.955749
0.033936	-0.049805	-1.033569	-8.480771	9.172116	-0.388276
0.021729	-0.071411	-0.896362	-15.090268	30.720273	0.651000
0.078735	-0.050903	-0.990356	-10.065854	2.562619	-7.483765
0.077271	-0.005127	-1.079102	-12.316373	31.176358	-11.932465
