-0.094971,1.003662,0.006714,0.105563,0.154868,-0.194397
-0.091064,1.005493,0.002075,0.060703,0.117484,-0.306549
-0.090698,1.004272,0.000732,0.232669,-0.204019,0.014954
-0.090942,1.004517,0.000854,0.030795,0.057669,-0.508423
-0.088013,1.004028,0.002563,-0.066403,-0.099344,-0.179443
-0.088379,1.004761,-0.000977,-0.036496,-0.091867,-0.500946
-0.087524,1.005127,0.001587,0.516788,0.311881,-0.433655
-0.090210,1.003784,0.004395,0.501834,0.132437,-0.261688
-0.089600,1.006470,-0.000977,-0.029019,-0.301218,-0.299072
-0.092896,1.003662,0.001221,0.501834,0.513754,0.194397
-0.091553,1.003418,0.001587,0.127994,0.184775,-0.291595
-0.091797,1.006470,0.002319,-0.073880,-0.114297,-0.269165
-0.088989,1.003174,0.002563,-0.171078,-0.233926,0.067291
-0.089966,1.005005,0.004028,0.217716,0.169821,-0.530853
-0.089355,1.001953,0.003052,0.793430,0.110007,-0.194397
-0.089600,1.007202,0.003418,0.419589,0.207205,-0.388794
-0.091675,1.005249,0.000610,0.322391,0.072623,-0.560760
-0.089111,1.005005,0.002075,0.352298,0.087576,-0.456085
-0.091675,1.004028,-0.003174,0.075656,0.446463,-0.306549
-0.088867,1.005493,-0.001831,0.516788,0.012808,-0.314026
-0.091064,1.006104,0.000244,-0.066403,-0.084390,-0.216827
-0.086426,1.003540,0.000610,0.329868,0.095053,-0.171967
-0.089233,1.004395,-0.002197,0.307437,0.341788,-0.246735
-0.090698,1.005371,-0.000488,0.180331,0.005332,-0.104675
-0.090942,1.005249,0.001587,0.397159,0.020285,-0.463562
-0.091553,1.006470,0.005737,0.367252,0.192252,-0.366364
-0.090942,1.007568,0.000000,-0.006589,-0.458230,-0.426178
-0.089844,1.005493,0.001831,0.030795,-0.039529,-0.388794
-0.091797,1.006714,0.001953,0.741092,-0.951700,-0.276642
-0.092407,1.006226,0.001465,0.367252,0.259543,-0.261688
-0.098511,1.006592,0.042969,-0.186032,-3.770456,0.538330
-0.090088,1.004517,0.002686,0.569125,3.609152,-0.493469
-0.063843,1.005493,0.005859,1.361667,0.984793,-3.140259
-0.093872,1.005615,0.000610,-0.275754,-0.189065,-0.867310
-0.098022,1.003296,0.004639,0.382205,-0.211496,0.366364
-0.097534,1.005005,0.007812,0.935489,0.625906,0.897217
-0.101807,1.003174,-0.040649,6.901981,9.426108,-0.687866
-0.060791,1.009399,0.120239,3.559848,-2.342386,2.781372
-0.102417,1.005737,-0.025024,1.189700,-2.125558,0.373840
-0.110352,1.003784,0.012085,0.090610,-10.185556,1.323395
-0.103882,1.007568,-0.023926,-0.903805,9.306479,0.829926
-0.086914,1.002563,0.015137,2.969180,0.969840,1.121521
-0.112305,1.000854,0.006104,0.000888,-3.875131,1.891632
-0.093750,1.005737,-0.013672,0.344821,-0.159158,0.717773
-0.105103,1.002563,0.032471,-0.515012,-2.850809,2.190704
-0.057617,0.982544,0.000977,-3.475827,0.880118,0.800018
-0.092773,1.005615,0.030396,-0.447720,0.581046,1.300964
-0.093018,1.011963,-0.003418,-0.761746,-4.293832,1.607513
-0.086060,0.992065,-0.012817,0.412112,4.297019,0.814972
-0.124146,1.019531,-0.027466,4.075748,-2.895669,1.958923
-0.083618,1.023071,0.012329,-1.718777,-17.475442,1.166382
-0.085815,1.026855,-0.021851,0.726138,15.833731,0.299072
-0.121460,1.003662,0.004028,0.613986,0.072623,-3.536530
-0.114258,1.003418,-0.005737,-0.215939,-2.050790,3.940277
-0.098999,1.003174,0.010986,2.543002,1.179190,-1.293488
-0.080078,1.010376,0.010132,1.556064,-2.626504,-0.530853
-0.104004,1.012695,0.023560,0.255100,-1.190958,1.831818
-0.089844,1.006958,-0.002686,-0.395383,1.837149,1.099091
-0.090942,1.000000,-0.015259,-1.180447,-1.931161,3.349609
-0.093506,1.011230,-0.031616,-1.943082,3.758688,2.631836
-0.087769,0.993652,0.007935,0.367252,-1.131143,0.927124
-0.112671,1.008423,-0.003540,0.763522,5.680228,0.672913
-0.163208,1.020874,-0.046875,-5.352505,-24.526071,12.852631
-0.083618,1.013916,0.050903,1.959811,-8.092050,0.456085
-0.108887,0.994873,0.029175,0.083133,-2.095651,2.115936
-0.090210,1.006348,-0.014526,0.613986,0.880118,-0.366364
-0.105957,1.011353,-0.050415,-1.681393,4.416647,1.084137
-0.098145,1.007202,0.030640,-1.703824,-0.121774,1.906586
-0.090210,1.023071,-0.006958,0.748569,4.700766,-0.314026
-0.092529,1.012939,-0.008301,-1.374844,-2.529306,1.099091
-0.111084,0.994507,0.025024,-1.083249,-0.047006,0.171967
-0.108643,1.012329,-0.039917,1.324283,0.543662,-1.009369
-0.100708,1.000244,0.032837,-0.200986,-0.757303,1.525269
-0.109497,0.998901,-0.007080,-0.215939,2.405386,2.400055
-0.104614,0.997925,0.006104,1.533633,2.726889,1.016846
-0.091919,1.005005,-0.007446,0.292484,-0.891885,1.338348
-0.103271,1.006836,0.001099,-0.941190,0.222159,0.000000
-0.105347,1.008057,-0.035889,-1.217831,-1.146097,2.841187
-0.103882,1.016846,-0.007935,0.920535,1.343680,-0.814972
-0.110840,0.993896,0.033936,-0.612210,-0.555429,1.435547
-0.086792,0.997314,0.014038,2.371036,-1.176004,2.287903
-0.105469,1.028442,0.002319,2.146732,0.072623,1.308441
-0.124512,1.025757,-0.006348,1.309329,-3.134927,0.979462
-0.121216,1.001221,0.025513,0.987827,-0.704965,1.256104
-0.100464,1.007568,-0.014648,-1.060818,-2.514352,0.590668
-0.113037,1.005127,0.025269,0.823337,-3.209695,1.398163
-0.119629,1.001465,-0.010254,2.408420,0.670767,1.570129
-0.106812,1.012939,-0.037231,0.748569,-4.540567,1.831818
-0.114624,1.023193,-0.051147,-1.083249,-2.252664,1.173859
-0.115723,0.984375,0.181519,8.546878,13.590689,2.392578
-0.114380,0.999146,-0.000244,-2.294492,3.624106,2.437439
-0.104126,1.012939,0.022339,0.696231,5.904532,1.839294
