-0.128296,0.020874,-0.993896,-0.098679,0.400267,-0.249918
-0.131226,0.022461,-0.998535,0.484512,-0.354890,-0.369547
-0.128906,0.022095,-0.990845,-0.218308,-0.639009,-0.526560
-0.130615,0.021362,-0.997437,0.005996,0.003996,-0.234964
-0.134033,0.021118,-0.990601,0.185440,-0.003480,-0.496652
-0.134155,0.023438,-0.997314,-0.136063,-0.220308,-0.048044
-0.133667,0.021973,-1.001343,0.327499,0.534850,0.079062
-0.130249,0.021973,-0.995239,-0.061295,0.430174,-0.264871
-0.132080,0.023804,-0.995239,0.125625,0.026427,-0.421884
-0.130493,0.020630,-0.995483,-0.046341,-0.048341,-0.384500
-0.131104,0.023926,-0.994751,0.432174,-0.175447,-0.436838
-0.130981,0.021484,-0.995850,0.499466,0.235777,-0.309732
-0.129517,0.023193,-0.998169,0.148056,-0.272645,-0.391977
-0.131836,0.023926,-0.993652,0.088241,-0.601625,-0.294779
-0.128296,0.021362,-0.993408,-0.076249,0.303069,-0.055521
-0.130005,0.020996,-0.995117,0.506942,0.198393,0.011770
-0.132935,0.021240,-0.994873,-0.165970,-0.145540,-0.287302
-0.129761,0.021606,-0.992798,-0.076249,0.370360,-0.070475
-0.129761,0.022949,-0.996094,-0.068772,0.026427,-0.234964
-0.129517,0.022705,-0.994751,0.297592,-0.923128,-0.309732
-0.133911,0.021729,-0.995850,-0.255692,0.056334,-0.234964
-0.131836,0.023682,-0.995483,-0.360367,0.669432,-0.264871
-0.133179,0.023193,-0.995850,-0.263169,0.235777,-0.212534
-0.129150,0.022095,-0.991455,0.417221,0.691863,0.333273
-0.126953,0.023071,-0.993652,0.589187,0.041380,-0.459268
-0.129639,0.020996,-0.996826,0.133102,-0.123109,-0.055521
-0.130127,0.022095,-0.992676,-0.173447,0.265685,-0.205057
-0.127808,0.022949,-0.994507,0.649002,0.744200,0.557577
-0.130005,0.025513,-0.993408,0.686386,-0.182924,-0.720957
-0.128906,0.022827,-0.994507,0.409744,-0.407228,-0.511606
-0.113525,0.057251,-0.996826,1.045272,-1.057710,-0.990122
-0.133667,-0.000366,-0.991943,0.604141,-0.855836,-5.087412
-0.130859,0.053833,-1.001465,0.379837,-1.588563,-1.109751
-0.122925,0.041870,-0.995483,0.275161,-1.334352,1.918356
-0.128174,-0.019043,-0.992676,-0.734208,0.811491,-0.242441
-0.137817,-0.010498,-0.994629,0.103195,0.422698,2.710898
-0.126709,0.023438,-0.999512,1.232193,1.088133,-18.934458
-0.137695,0.052124,-0.994507,1.748092,0.781584,5.036184
-0.090454,0.121948,-1.004761,1.404159,0.273161,-0.489176
-0.131958,-0.060913,-0.996826,3.071487,1.910582,3.638022
-0.126953,0.069092,-0.993774,-0.270645,0.033904,0.991232
-0.105957,-0.012573,-0.991943,0.013473,0.430174,-0.855539
-0.135986,0.010132,-1.010742,0.342453,-0.025911,0.602438
-0.140503,0.024048,-0.990601,-0.420182,0.108672,-1.468637
-0.134033,-0.026855,-1.002075,0.581710,0.026427,3.077261
-0.133789,0.035522,-0.995483,-0.487473,0.332976,-0.638712
-0.107788,-0.005005,-0.999634,-0.562241,0.355406,-4.960306
-0.123535,0.057617,-0.984131,1.523788,0.392790,1.529562
-0.115967,-0.010620,-1.000000,-0.248215,0.056334,-0.489176
-0.135864,0.021240,-1.000488,0.783584,-0.063295,3.017447
-0.105713,-0.041748,-1.006348,0.379837,1.349822,2.890341
-0.145996,0.028809,-0.997314,-0.046341,0.318022,-1.857431
-0.129272,0.004395,-0.978760,-0.076249,-0.444612,-1.416300
-0.131470,0.003784,-0.987671,0.163009,0.190917,0.482809
-0.126953,-0.052002,-1.002808,-0.210831,-0.317506,-0.616281
-0.122437,0.049805,-0.995239,-0.345414,0.340453,-1.902292
-0.120117,0.076660,-0.973022,-0.203354,0.975981,0.983755
-0.116333,-0.038696,-1.004517,0.237777,-0.220308,-0.489176
-0.132080,-0.003296,-1.005737,0.387313,0.026427,-1.939676
-0.134399,0.057983,-0.979004,0.484512,0.288115,-0.227487
-0.125610,-0.003052,-1.001831,-0.345414,-0.093202,-2.014444
-0.146851,0.060669,-0.998291,-0.487473,-1.424074,-10.463236
-0.139038,0.024414,-0.990112,1.045272,-0.803499,-0.234964
-0.130127,0.044556,-0.996460,-0.988419,-0.616579,2.419302
-0.125244,0.041626,-0.990601,0.043380,-0.078249,-1.543405
-0.177612,0.016113,-0.995605,0.611618,-0.115633,-2.298563
-0.140625,0.058228,-0.985107,0.110672,-0.123109,6.060507
-0.141846,0.003540,-0.999023,2.906997,1.798430,-0.848062
-0.102783,0.007690,-0.987915,-1.369736,-0.571718,1.095907
-0.153809,0.103149,-0.979614,2.548111,-0.541811,1.215536
-0.078125,0.092163,-0.988037,0.992935,0.430174,-13.012827
-0.139160,-0.048096,-0.998657,3.250930,1.761046,6.561453
-0.114014,0.027466,-0.978760,0.835922,1.394682,13.686850
-0.088379,0.056274,-1.000854,1.194809,1.491881,9.163382
-0.127075,-0.028320,-1.019653,0.267685,0.086241,-4.496744
-0.096558,-0.010132,-0.995728,0.559280,0.407744,-3.405130
-0.129761,0.044922,-0.987061,-0.293076,0.190917,-9.812754
-0.128906,-0.037598,-0.996826,0.050857,0.243254,-8.444498
-0.129150,0.015015,-0.983276,0.746200,0.460082,2.935202
-0.125732,0.007568,-0.970215,0.783584,1.618987,3.406241
-0.144653,-0.070923,-1.030518,0.327499,-0.063295,-0.586374
-0.105103,0.028076,-0.970703,0.409744,0.318022,-7.322977
-0.118774,0.004150,-1.007080,-0.091202,0.489989,2.105276
-0.130371,0.014771,-0.990234,0.312545,-0.639009,-0.406931
-0.114136,0.060791,-0.990479,1.134994,-0.138063,4.886648
-0.118042,0.020386,-1.007202,0.192917,0.534850,9.200766
