-0.081177	0.036865	-0.996582	-0.707113	-0.340085	-0.061369
-0.084473	0.035889	-0.993774	-0.034200	-0.340085	0.327425
-0.085449	0.035400	-0.990356	0.608805	1.155277	-0.248289
-0.082397	0.034424	-0.989014	-0.363180	-0.437283	0.252657
-0.083862	0.035522	-0.993652	-0.056631	-0.669064	0.319948
-0.083862	0.035767	-0.989502	-0.026724	-1.229825	0.319948
-0.084717	0.036133	-0.995483	0.309733	0.063663	-0.023985
-0.081177	0.035034	-0.994141	0.055521	0.063663	0.065737
-0.082275	0.034424	-0.992554	0.272349	0.759006	0.080690
-0.086304	0.031982	-0.995972	0.100382	-0.392422	0.110598
-0.084473	0.032104	-0.987427	0.167673	-0.100827	0.334902
-0.081909	0.034058	-0.993652	0.474222	0.123477	-0.136137
-0.083618	0.034668	-0.993408	-0.273458	-0.728878	0.095644
-0.083862	0.032471	-0.995361	-0.041677	-0.227932	0.379763
-0.082764	0.031860	-0.991089	0.249918	0.691715	-0.113707
-0.081543	0.033325	-0.993042	0.160197	-0.272793	-0.113707
-0.086304	0.034302	-0.987793	-0.019247	0.153385	0.088167
-0.080811	0.035156	-0.993774	0.062998	0.355258	0.506868
-0.084961	0.034058	-0.989746	-0.467855	-0.594296	-0.053892
-0.083984	0.033569	-0.991455	0.294779	-0.242886	0.050783
-0.080933	0.033936	-0.992554	0.033091	0.033756	0.342379
-0.083496	0.032349	-0.993530	0.556467	0.377689	-0.031462
-0.082642	0.033691	-0.995605	-0.153829	-0.272793	0.177889
-0.085815	0.034546	-0.988525	0.668619	-0.684018	-0.068846
-0.078857	0.030273	-0.987549	1.992014	-0.085873	-0.569792
-0.082397	0.031006	-0.993530	1.476115	0.811344	-3.702574
-0.081299	0.050903	-0.988037	1.752756	0.467411	-1.960478
-0.071533	0.003662	-0.995239	1.049937	-0.923275	4.409761
-0.064331	0.026489	-0.995239	-0.295889	2.538486	-3.261442
-0.077881	0.059082	-0.993652	1.042460	5.454441	-13.706541
-0.079590	0.021484	-0.991699	6.485575	-5.835537	-5.990477
-0.083862	0.045776	-0.987671	3.195780	6.441379	4.738741
-0.053345	-0.010620	-1.019531	-7.152120	6.747928	7.587404
-0.106567	0.019775	-0.993530	-3.757650	-5.992550	12.858553
-0.043213	0.073975	-0.983154	-0.161306	3.570285	1.007814
-0.100952	0.033447	-1.001709	1.640604	1.745944	1.807833
-0.099731	0.019165	-0.987549	1.692942	2.388950	3.333101
-0.084473	0.030273	-0.986328	5.879954	11.405979	-10.005522
0.038086	0.001465	-1.015381	1.894816	1.671176	13.396883
-0.069946	0.021118	-0.987915	2.889231	-1.484036	1.291933
-0.035645	0.018311	-0.991821	-0.385610	2.508579	0.147982
-0.020752	0.014160	-0.982300	0.952738	0.183292	0.790987
-0.048096	-0.002319	-0.989136	-0.176260	-2.844815	3.991060
-0.064087	0.001465	-0.996948	1.057413	-2.635464	5.217256
-0.015747	0.046631	-0.991821	-1.327688	-10.433774	8.895845
-0.166748	0.022705	-0.972534	-2.456686	-20.220913	13.830538
-0.051392	0.005981	-0.988403	3.143442	-0.960660	3.893862
-0.094727	-0.007935	-0.986084	2.694834	-2.336392	6.009798
